ID,Name,Origin,Refl_file,Specular,Refl_file_all_config,m_w,m_d,m_sh,SMCg,Clay,Silt,Sand,OM,CaCO3,Fe,CO,L,eps,d,K,a,psi,Slope,Intercept
87,Soil 87,nan,liu02_347.csv,0,liu02_all_config_347.csv,124.4,124.4,12.0,0.0,665,292,43,23.4,1,4.89,13.6,0.0000,0.00,0.0000,24.93,0.00,200.28,1.1386,0.0049
88,Soil 88,nan,liu02_348.csv,0,liu02_all_config_348.csv,202.5,159.7,12.0,29.0,55,99,846,10,1,2.31,5.8,0.0470,0.57,0.0125,29.06,30.43,360.08,1.1815,0.0086
88,Soil 88,nan,liu02_349.csv,0,liu02_all_config_349.csv,181.4,159.7,12.0,14.7,55,99,846,10,1,2.31,5.8,0.0204,0.47,0.0394,29.06,30.43,360.08,1.1815,0.0086
88,Soil 88,nan,liu02_350.csv,0,liu02_all_config_350.csv,161.2,159.7,12.0,1.0,55,99,846,10,1,2.31,5.8,0.0086,0.03,0.0000,29.06,30.43,360.08,1.1815,0.0086
88,Soil 88,nan,liu02_351.csv,0,liu02_all_config_351.csv,159.7,159.7,12.0,0.0,55,99,846,10,1,2.31,5.8,0.0000,0.00,0.0000,29.06,30.43,360.08,1.1815,0.0086
89,Soil 89,nan,liu02_352.csv,0,liu02_all_config_352.csv,182.5,122.1,12.0,54.9,338,90,572,64.8,1,4.05,37.7,0.0315,0.53,0.0159,55.95,90.46,510.41,1.1738,0.0304
89,Soil 89,nan,liu02_353.csv,0,liu02_all_config_353.csv,175.2,122.1,12.0,48.2,338,90,572,64.8,1,4.05,37.7,0.0242,0.51,0.0155,55.95,90.46,510.41,1.1738,0.0304
89,Soil 89,nan,liu02_354.csv,0,liu02_all_config_354.csv,156.4,122.1,12.0,31.2,338,90,572,64.8,1,4.05,37.7,0.0203,0.46,0.0178,55.95,90.46,510.41,1.1738,0.0304
89,Soil 89,nan,liu02_355.csv,0,liu02_all_config_355.csv,122.1,122.1,12.0,0.0,338,90,572,64.8,1,4.05,37.7,0.0000,0.00,0.0000,55.95,90.46,510.41,1.1738,0.0304
90,Soil 90,nan,liu02_356.csv,0,liu02_all_config_356.csv,179.4,124,12.0,49.5,232,68,700,36.3,1,4.63,21.1,0.0499,0.55,0.0208,54.45,5.74,140.89,1.1210,0.0322
90,Soil 90,nan,liu02_357.csv,0,liu02_all_config_357.csv,164.2,124,12.0,35.9,232,68,700,36.3,1,4.63,21.1,0.0353,0.50,0.0273,54.45,5.74,140.89,1.1210,0.0322
90,Soil 90,nan,liu02_358.csv,0,liu02_all_config_358.csv,156,124,12.0,28.6,232,68,700,36.3,1,4.63,21.1,0.0240,0.53,0.0290,54.45,5.74,140.89,1.1210,0.0322
90,Soil 90,nan,liu02_359.csv,0,liu02_all_config_359.csv,124,124,12.0,0.0,232,68,700,36.3,1,4.63,21.1,0.0000,0.00,0.0000,54.45,5.74,140.89,1.1210,0.0322
91,Soil 91,nan,liu02_360.csv,0,liu02_all_config_360.csv,172.3,123.4,12.0,43.9,159,109,732,16.2,1,5.25,9.4,0.0581,0.53,0.0188,43.90,63.94,618.77,1.0876,0.0215
91,Soil 91,nan,liu02_361.csv,0,liu02_all_config_361.csv,157.8,123.4,12.0,30.9,159,109,732,16.2,1,5.25,9.4,0.0082,0.99,0.0222,43.90,63.94,618.77,1.0876,0.0215
91,Soil 91,nan,liu02_362.csv,0,liu02_all_config_362.csv,150.1,123.4,12.0,24.0,159,109,732,16.2,1,5.25,9.4,0.0075,0.94,0.0246,43.90,63.94,618.77,1.0876,0.0215
91,Soil 91,nan,liu02_363.csv,0,liu02_all_config_363.csv,123.4,123.4,12.0,0.0,159,109,732,16.2,1,5.25,9.4,0.0000,0.00,0.0000,43.90,63.94,618.77,1.0876,0.0215
92,Soil 92,nan,liu02_364.csv,0,liu02_all_config_364.csv,217.8,188.5,12.0,16.6,5,22,973,0.7,1,0.06,0.4,0.0520,0.50,0.0145,18.15,4.99,152.83,1.0469,0.0287
92,Soil 92,nan,liu02_365.csv,0,liu02_all_config_365.csv,204.7,188.5,12.0,9.2,5,22,973,0.7,1,0.06,0.4,0.0363,0.30,0.0209,18.15,4.99,152.83,1.0469,0.0287
92,Soil 92,nan,liu02_366.csv,0,liu02_all_config_366.csv,196.9,188.5,12.0,4.8,5,22,973,0.7,1,0.06,0.4,0.0145,0.26,0.0175,18.15,4.99,152.83,1.0469,0.0287
92,Soil 92,nan,liu02_367.csv,0,liu02_all_config_367.csv,188.5,188.5,12.0,0.0,5,22,973,0.7,1,0.06,0.4,0.0000,0.00,0.0000,18.15,4.99,152.83,1.0469,0.0287
