Cab,Car,Anth,LMA,EWT,Cbrown,Prot,CBC,N,alpha,LIDFa,LIDFb,TypeLidf,LAI,hspot,LAIu,sd,h,cd,tts,tto,psi,psoil,skyl,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
55.03060092,10.18826162,3.755716554,0.009503195,0.026391746,0.578163963,0.002263066,0.012462912,2.497685447,40,88.58161694,0,2,2.227125469,0.249869373,0.15787811,507.7155486,20,4.550363178,42.47166242,7.004682627,55.71396725,0,0.1,0.012383676,0.018707546,0.019102987,0.017767382,0.025590389,0.05829115,0.073529662,0.07576348,0.090802477,0.095450314,0.066051888,0.060812837,0.035770307
53.87845203,10.41318245,0.997377853,0.008428521,0.029326053,0.012770064,0.003132615,0.01017346,2.137168456,40,80.62141024,0,2,2.992585285,0.477067666,0.117569623,278.3450706,20,4.575987195,50.9018842,6.163032267,89.2739397,0,0.1,0.030936198,0.042016262,0.043742904,0.044018545,0.055402392,0.104443512,0.125897312,0.127277555,0.136673414,0.139651705,0.11266572,0.109445092,0.079788437
64.49371099,12.43362276,2.934904703,0.011926295,0.007258516,0.013372452,0.001223277,0.012546102,2.360865739,40,84.34413917,0,2,0.767828416,0.738226973,0.630321218,648.055628,20,4.367470799,43.72897188,0.347153055,105.9063833,0,0.1,0.006990987,0.019949229,0.017179914,0.010511046,0.021208966,0.081973061,0.109219601,0.109876522,0.114138339,0.115326906,0.081955835,0.065838663,0.027086215
39.51145005,7.866028549,4.310187285,0.013289845,0.020687946,0.016532068,0.00412926,0.020023188,1.964502265,40,88.62299125,0,2,2.78885769,0.695512756,0.638009181,136.8786674,20,4.487927716,47.93699898,8.998569637,25.10765755,0,0.1,0.03533114,0.085081576,0.070003816,0.053470915,0.08356143,0.146134445,0.157905951,0.159301845,0.169313151,0.174151065,0.139376843,0.128786556,0.084883048
47.64116665,4.631063677,1.620387614,0.019561041,0.023290736,0.263854586,0.000708895,0.028364696,1.641651951,40,79.25307838,0,2,0.178066362,0.498192284,0.341354481,194.5056238,20,4.25249635,74.64443154,7.060316836,45.8688627,0,0.1,0.019496354,0.042644672,0.036174885,0.028169061,0.044891994,0.086388232,0.095637458,0.096872333,0.105707718,0.110270024,0.089010153,0.081217239,0.046625363
18.89322421,4.369454892,1.828983313,0.027726342,0.018351609,0.953515609,0.004965108,0.01094683,1.572252847,40,69.73315078,0,2,5.639213911,0.925915674,0.521890229,549.3552668,20,4.461789157,58.99910854,9.571924719,78.34303343,0,0.1,0.009238716,0.022871937,0.024690825,0.016873693,0.042655057,0.105603733,0.130643153,0.136082618,0.17294665,0.185077602,0.109020884,0.080916205,0.025790193
41.84108617,13.0119305,1.290798446,0.029235656,0.018095995,0.344560843,0.001292506,0.013808315,1.529633633,40,70.94933699,0,2,1.369126847,0.151779725,0.747824801,200.5132575,20,4.342110885,53.29716844,6.660212032,32.24817617,0,0.1,0.022483497,0.063636484,0.05092864,0.032998071,0.059214155,0.127521516,0.142356696,0.143998071,0.154568298,0.157629555,0.108010053,0.093734263,0.05011581
33.93603287,10.45172325,2.784819789,0.005564856,0.019515103,0.875409875,0.002532231,0.004898114,1.761071625,40,82.87420488,0,2,4.601916584,0.202493738,0.375423982,213.5823952,20,4.684657344,67.51623191,4.168929567,48.60778907,0,0.1,0.016028914,0.03236599,0.028794759,0.022923456,0.03637884,0.07225572,0.08550784,0.088098887,0.107926866,0.115872467,0.077804525,0.070120139,0.04010725
21.28538224,9.319996382,0.917705905,0.01810667,0.013025603,0.091238266,0.00092193,0.016783042,2.366137388,40,77.60541087,0,2,6.858396508,0.767814053,0.57076188,131.8930392,20,4.452918691,40.55104507,0.956634493,88.30716131,0,0.1,0.040432919,0.089230488,0.0771962,0.061609387,0.093023299,0.155580868,0.167572938,0.169236741,0.181176064,0.187395514,0.158177701,0.148489089,0.100912798
35.40858742,13.9523733,0.238680602,0.016495394,0.009113745,0.377163673,0.003232977,0.001431236,1.771938036,40,61.05552339,0,2,5.144301795,0.503907955,0.525524455,377.7415109,20,4.623056135,43.8147554,2.036297619,95.46663649,0,0.1,0.017058768,0.037610587,0.041900152,0.025264027,0.051058919,0.159063898,0.200635699,0.206125176,0.242273106,0.254300338,0.171439977,0.142913314,0.066466747
